title,img,英文名称,批准文号,主要规格,用途,产品说明
维C银翘片,http://img1.pharmnet.com.cn/suppliers/product_cn/1726501_1.jpg,,国药准字Z20023074,每片含维生素C49.5毫克、对乙酰氨基酚105毫克,辛凉解表，清热解毒。用于流行性感冒引起的发热头痛、咳嗽、口干、咽喉疼痛。,OTC甲类维C银翘片说明书请仔细阅读说明书并按说明使用或在药师指导下购买和使用。【药品名称】通用名称：维C银翘片汉语拼音：WeiCYinqiaoPian【成份】金银花、连翘、荆芥、淡豆豉、淡竹叶、牛蒡子、芦根、桔梗、甘草、马来酸氯苯那敏、对乙酰氨基酚、维生素C、薄荷油。辅料为辅料为微晶纤维、碳酸钙、硬脂酸镁、淀粉、糊精。【性状】本品为薄膜衣片，除去包衣后显灰褐色层与白色层，或显灰褐色，夹杂有少许白点；气微，味微苦。【功能主治】辛凉解表，清热解毒。用于流行性感冒引起的发热头痛、咳嗽、口干、咽喉疼痛。【规格】每片含维生素C49.5毫克、对乙酰氨基酚105毫克【用法用量】口服。一次2片，一日3次。【不良反应】可见困倦、嗜睡、口渴、虚弱感；偶见皮疹、荨麻疹、药热及粒细胞减少；长期大量用药会导致肝肾功能异常。【禁忌】严重肝肾功能不全者禁用。【注意事项】1.忌烟、酒及辛辣、生冷、油腻食物。2.不宜在服药期间同时服用滋补性中成药。3.不适用于风寒感冒，表现为恶寒明显，无汗，头痛身酸，鼻塞流清涕。4.本品含马来酸氯苯那敏、对乙酰氨基酚、维生素C。服用本品期间不得饮酒或含有酒精的饮料；不能同时服用与本品成份相似的其他抗感冒药；肝、肾功能不全者慎用；膀胱颈梗阻、甲状腺功能亢进、青光眼、高血压和前列腺肥大者慎用；孕妇及哺乳期妇女慎用；服药期间不得驾驶机、车、船、从事高空作业、机械作业及操作精密仪器。5.心脏病、糖尿病等慢性病严重者应在医师指导下服用。6.儿童、年老体弱者应在医师指导下服用。7.服药3天后症状无改善，或症状加重，或出现新的严重症状如胸闷、心悸等应立即停药，并去医院就诊。8.对本品过敏者禁用，过敏体质者慎用。9.本品性状发生改变时禁止使用。儿童必须在成人监护下使用。10.请将本品放在儿童不能接触的地方。11.如正在使用其他药品，使用本品前请咨询医师或药师。【药物相互作用】1.与其他解热镇痛药并用，有增加肾毒性的危险。2.如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。【贮藏】密封，避光。【包装】塑料瓶每瓶装18片，每盒装1瓶。【有效期】24个月。【执行标准】国家食品药品监督管理局标准。WS3-B-4000-98-2003【批准文号】国药准字Z20023074【说明书修订日期】【生产企业】企业名称：江西南昌桑海制药厂生产地址：江西省南昌市北郊新祺周邮政编码：330115电话号码：（0791）30662823068282传真号码：（0791）3061193网址：http://www.shzy.com.cn如有问题可与生产企业联系
血塞通分散片,http://img1.pharmnet.com.cn/suppliers/product_cn/1726424_1.jpg,,国药准字Z20063741,100mg×12片×1板,活血祛瘀，通脉活络。用于脑络瘀阻，中风偏瘫，心脉瘀阻，胸痹心痛；中风后遗症，冠心病心绞痛属上述症候者。,
多维元素片（21）,http://img1.pharmnet.com.cn/suppliers/product_cn/1726500_1.jpg,Vitamins  With  Minerals  Tablets(21),国药准字H20003790,0.77g×100片,用于预防和治疗因维生素与矿物质缺乏所引起的各种疾病。,【药品名称】通用名称：多维元素片（21）商品名称：桑海金维英文名称：VitaminsWithMineralsTablets(21)汉语拼音：DuoweiYuansuPian(21)【成份】本品为复方制剂，每片含维生素A2500IU、维生素D200IU、维生素E5mg、维生素B12.5mg、维生素B22.5mg、维生素B60.25mg、维生素B120.5μg、铁5mg、铜0.5mg、锌0.25mg、镁0.5mg、烟酰胺7.5mg、泛酸钙2.5mg、磷酸氢钙279mg、L-赖氨酸盐12.5mg、重酒石酸胆碱25mg、肌醇25mg、维生素C25mg、碘50μg、锰0.5mg、钾5mg。辅料为蔗糖、硬脂酸镁、羧甲基淀粉钠、微晶纤维、羟丙基纤维素。【性状】本品为薄膜衣片。【作用类别】本品为维生素及矿物质类非处方药药品。【适应症】用于预防和治疗因维生素与矿物质缺乏所引起的各种疾病。【规格】复方【用法用量】口服。成人及12岁以上儿童一日2片，12岁以下儿童一日1片，饭后服用。【注意事项】1.应按推荐剂量服用。2.服用本品后尿液变黄，但不影响使用。3.对本品过敏者禁用，过敏体质者慎用。4.本品性状发生改变时禁止使用。5.请将本品放在儿童不能接触的地方。6.儿童必须在成人监护下使用。7.如正在使用其他药品，使用本品前请咨询医师或药师。【药物相互作用】1.抗酸剂可能影响本品中维生素A的吸收，故不宜同服。2.如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。【药理作用】维生素和矿物质均为维持机体正常代谢和身体健康必不可少的重要物质，二者是构成多种辅酶和激素的重要成份，缺乏时可导致代谢障碍而引致多种疾病。【贮藏】遮光，密封，在阴凉(不超过20℃)干燥处保存。【包装】铝塑板每瓶装10片，每盒装4板。【有效期】24个月。【执行标准】国家药品监督管理局国家药品标准WS1-XG-005-2000【批准文号】国药准字H20003790【生产企业】江西南昌桑海制药厂
妇康宝口服液,http://img1.pharmnet.com.cn/suppliers/product_cn/1726507_1.jpg,,国药准字Z20053212,每支10毫升,补血，调经，止血。用于面色萎黄，头晕乏力，月经后错，量多色淡，经期延长。,甲类妇康宝口服液说明书请仔细阅读说明书并按说明使用或在药师指导下购买和使用【药品名称】通用名称：妇康宝口服液汉语拼音：FukangbaoKoufuye【成份】熟地黄、川芎、白芍、艾叶、当归、甘草、阿胶。辅料为红糖。【性状】本品为棕褐色的黏稠液体；气微香，味甜。【功能主治】补血，调经，止血。用于面色萎黄，头晕乏力，月经后错，量多色淡，经期延长。【规格】每支10毫升【用法用量】口服。一次1支，一日2次。【注意事项】1.孕妇慎用。2.忌食生冷饮食。3.服本药时不宜和感冒药同时服用。4.月经量多，服药三天症状无改善者，应向医师咨询。5.按照用法用量服用，服药过程中出现不良反应应停药，并向医师咨询。6.有内科疾病，或正在接受其他治疗者，均应在医师指导下服用。7.长期连续服用应向医师咨询。糖尿病患者应在医师指导下服用。8.对本品过敏者禁用，过敏体质者慎用。9.本品性状发生改变时禁止使用。10.请将本品放在儿童不能接触的地方。11.如正在使用其他药品，使用本品前请咨询医师或药师。【药物相互作用】如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。【贮藏】密封，置阴凉（不超过20℃）处。【包装】玻璃瓶每盒装10支。【有效期】暂定18个月。【执行标准】国家食品药品监督管理局标准(试行）YBZ02052005【批准文号】国药准字Z20053212【说明书修订日期】【生产企业】江西南昌桑海制药厂
肾石通颗粒,http://img1.pharmnet.com.cn/suppliers/product_cn/1726537_1.jpg,,国药准字Z36020546,每袋装15g,清热利湿，活血止痛，化石，排石。用于肾结石，肾盂结石，膀胱结石，输尿管结石。,肾石通颗粒说明书请仔细阅读说明书并在医师指导下使用【药品名称】通用名称：肾石通颗粒汉语拼音：ShenshitongKeli【成份】金钱草、王不留行（炒）、萹蓄、延胡索（醋制）、鸡内金（烫）、丹参、木香、瞿麦、牛膝、海金沙。【性状】本品为棕褐色的颗粒；味甜、微涩。【功能主治】清热利湿，活血止痛，化石，排石。用于肾结石，肾盂结石，膀胱结石，输尿管结石。【规格】每袋装15g【用法用量】温开水冲服。一次1袋，一日2次。【不良反应】尚不明确。【禁忌】尚不明确。【注意事项】尚不明确。【贮藏】密封。【包装】复合袋每盒装10袋。【有效期】24个月。【执行标准】部颁药品标准中药成方制剂第二册。【批准文号】国药准字Z36020546【生产企业】江西南昌桑海制药厂
小儿腹泻宁袋泡剂,http://img1.pharmnet.com.cn/suppliers/product_cn/1726539_1.jpg,,国药准字Z10930012,每包重5.0g,健脾和胃，生津止泻。用于小儿脾虚腹泻。症见：大便泄泻，腹胀，腹痛，纳减，呕吐，倦怠乏力，口干，舌淡苔白等。,小儿腹泻宁袋泡剂说明书请仔细阅读说明书并在医师指导下使用警示语：浸泡时请勿撕开纸袋；高热腹痛里急后重者慎用【药品名称】通用名称：小儿腹泻宁袋泡剂汉语拼音：XiaoerFuxieningDaipaoji【成份】党参、白术、茯苓、葛根、甘草、广藿香、木香。【性状】袋内装棕褐色颗粒，袋泡浸出液棕褐色，味微甜，气清香。【功能主治】健脾和胃，生津止泻。用于小儿脾虚腹泻。症见：大便泄泻，腹胀，腹痛，纳减，呕吐，倦怠乏力，口干，舌淡苔白等。【规格】每包重5.0g【用法用量】取本品置于杯中，沸水加盖浸泡20分钟，呷服浸泡液。一岁以下儿童一次1包，一日2次；一至三岁一次1包，一日3次；三至七岁一次1包，一日4次；或遵医嘱。【不良反应】尚不明确。【禁忌】尚不明确。【注意事项】浸泡时请勿撕开纸袋；高热腹痛里急后重者慎用。【贮藏】密闭，置阴凉(不超过20℃)干燥处。【包装】热封型茶叶滤纸每盒装10包。【有效期】24个月。【执行标准】部颁药品标准（试行）WS-100-（Z-21）-93【批准文号】国药准字Z10930012【生产企业】江西南昌桑海制药厂
麦神开胃口服液,http://img1.pharmnet.com.cn/suppliers/product_cn/1726536_1.jpg,,国药准字B20020736,每支装10ml（含锌5mg、含铁3.5mg）。,消食化滞，健脾和胃。适用于乳、食停滞，厌食及缺铁、缺锌等症。,"麦神开胃口服液说明书请仔细阅读说明书并在医师指导下使用【药品名称】通用名称：麦神开胃口服液汉语拼音：MaishenKaiweiKoufuye【成份】山楂(炒)、六神曲、麦芽(炒)、葡萄糖酸锌、葡萄糖酸亚铁、维C磷酸酯镁、口服水解蛋白、牛磺酸。【性状】本品为红棕色的澄清液体；味甜、微酸。【功能主治】消食化滞，健脾和胃。适用于乳、食停滞，厌食及缺铁、缺锌等症。【规格】每支装10ml（含锌5mg、含铁3.5mg）。【用法用量】口服。一次1支，一日2次，早晚温开水送服。【不良反应】尚不明确。【禁忌】尚不明确。【注意事项】1.本品不宜长期服用。2.应在医生指导下使用。3.糖尿病患者慎用。4.本品久置有轻摇易散的沉淀,不影响疗效。【贮藏】密闭，置阴凉(不超过20℃)干燥处保存。【包装】玻璃瓶每盒装6支。【有效期】24个月。【执行标准】国家药品监督管理局标准（试行）。【批准文号】国药准字B20020736【生产企业】江西南昌桑海制药厂"
更年安片,http://img1.pharmnet.com.cn/suppliers/product_cn/1726534_1.jpg,,国药准字Z36020500,每素片重0.3g,滋阴清热，除烦安神。用于肾阴虚所致的绝经前后诸证，症见烘热出汗、眩晕耳鸣、手足心热、烦躁不安；更年期综合征见上述证候者。,更年安片说明书请仔细阅读说明书并在医师指导下使用【药品名称】通用名称：更年安片汉语拼音：Gengnian’anPian【成份】地黄、泽泻、麦冬、熟地黄、玄参、茯苓、仙茅、磁石、牡丹皮、珍珠母、五味子、首乌藤、制何首乌、浮小麦、钩藤。【性状】本品为糖衣片，除去糖衣后显黑灰色；味甘。【功能主治】滋阴清热，除烦安神。用于肾阴虚所致的绝经前后诸证，症见烘热出汗、眩晕耳鸣、手足心热、烦躁不安；更年期综合征见上述证候者。【规格】每素片重0.3g【用法用量】口服。一次6片，1日2-3次。【不良反应】尚不明确。【贮藏】密封。【包装】塑料瓶每瓶装60片，每盒装1瓶。【有效期】24个月。【执行标准】中国药典2005版一部。【批准文号】国药准字Z36020500【生产企业】江西南昌桑海制药厂
通脉口服液,http://img1.pharmnet.com.cn/suppliers/product_cn/1726538_1.jpg,,国药准字Z20044543,每支装10ml,活血通脉。用于缺血性心脑血管疾病，动脉硬化，脑血栓，脑缺血，冠心病，心绞痛。,通脉口服液说明书请仔细阅读说明书并在医师指导下使用【药品名称】通用名称：通脉口服液汉语拼音：TongmaiKoufuye【成份】丹参、川芎、葛根。【性状】本品为棕色液体；气微香，味甜、微苦。【功能主治】活血通脉。用于缺血性心脑血管疾病，动脉硬化，脑血栓，脑缺血，冠心病，心绞痛。【规格】每支装10ml【用法用量】口服。一次10ml，一日2-3次。【不良反应】尚不明确。【禁忌】尚不明确。【注意事项】尚不明确。【贮藏】密封，置阴凉(不超过20℃)处。【包装】玻璃瓶每盒装10支。【有效期】暂定18个月。【执行标准】国家食品药品监督管理局标准（试行）。【批准文号】国药准字Z20044543【生产企业】江西南昌桑海制药厂
辛芳鼻炎胶囊,http://img1.pharmnet.com.cn/suppliers/product_cn/1726527_1.jpg,,国药准字Z20064304,每粒装0.25g,发表散风，清热解毒，宣肺通窍。用于慢性鼻炎，鼻窦炎。,甲类辛芳鼻炎胶囊说明书请仔细阅读说明书并按说明使用或在药师指导下购买和使用。【药品名称】通用名称：辛芳鼻炎胶囊汉语拼音：XinfangBiyanJiaonang【成份】辛夷、白芷、黄芩、柴胡、川芎、桔梗、薄荷、菊花、荆芥穗、枳壳（炒）、防风、细辛、蔓荆子(炒)、龙胆、水牛角浓缩粉。【性状】本品为硬胶囊，内容物为灰黄色的粉末；味微辛、腥。【功能主治】发表散风，清热解毒，宣肺通窍。用于慢性鼻炎，鼻窦炎。【规格】每粒装0.25g【用法用量】口服。一次6粒，一日2～3次。【注意事项】1.忌辛辣、鱼腥食物。2.孕妇慎用。3.凡慢性鼻炎属虚寒症者慎用。4.高血压、心脏病、肝病等慢性病严重者，应在医师指导下服用。5.服药七天后症状无改善，或出现其他症状，应去医院就诊。6.按照用法用量服用，儿童应在医师指导下服用。7.对本品过敏者禁用，过敏体质者慎用。8.本品性状发生改变时禁止使用。9.儿童必须在成人监护下使用。10.请将本品放在儿童不能接触的地方。11.如正在使用其他药品，使用本品前请咨询医师或药师。【药物相互作用】如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。【贮藏】密封，置阴凉干燥(不超过20℃)处。【包装】高密度聚乙烯瓶每瓶装36粒，每盒装1瓶。【有效期】暂定18个月。【执行标准】国家食品药品监督管理局标准（试行）YBZ16792006【说明书修订日期】【批准文号】国药准字Z20064304【生产企业】江西南昌桑海制药厂
小儿氨酚黄那敏片,http://img1.pharmnet.com.cn/suppliers/product_cn/1726524_1.jpg,,国药准字H36022106,每片含对乙酰氨基酚125毫克，马来酸氯苯那敏0.5毫克，人工牛黄5毫克,适用于缓解儿童普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,甲类小儿氨酚黄那敏片说明书请仔细阅读说明书并按说明使用或在药师指导下购买和使用。【药品名称】通用名称：小儿氨酚黄那敏片英文名称：PediatricParacetamol，AtificialCow-bezoarandChlorphenamineMaleateTablets汉语拼音：Xiao’erAnfenHuangNaminPian【成份】本品为复方制剂，每片含对乙酰氨基酚125毫克，马来酸氯苯那敏0.5毫克，人工牛黄5毫克。辅料为蔗糖、硬脂酸镁、羧甲基淀粉钠、微晶纤维素。【性状】本品为淡黄色或淡橙黄色片。【作用类别】本品为感冒用药类非处方药药品。【适应症】适用于缓解儿童普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。【规格】每片含对乙酰氨基酚125毫克，马来酸氯苯那敏0.5毫克，人工牛黄5毫克【不良反应】有时有轻度头晕、乏力、恶心、上腹不适、口干、食欲缺乏和皮疹等，可自行恢复。【禁忌】严重肝肾功能不全者禁用。【注意事项】1.用药3-7天，症状未缓解，请咨询医师或药师。2.服用本品期间不得饮酒或含有酒精的饮料。3.1岁以下儿童应在医师指导下使用。4.不能同时服用与本品成份相似的其他抗感冒药。5.肝、肾功能不全者慎用。6.如服用过量或出现严重不良反应，应立即就医。7.对本品过敏者禁用，过敏体质者慎用。8.本品性状发生改变时禁止使用。9.请将本品放在儿童不能接触的地方。10.儿童必须在成人监护下使用。11.如正在使用其他药品，使用本品前请咨询医师或药师。【药物相互作用】1.与其他解热镇痛药同用，可增加肾毒性的危险。2.本品不宜与氯霉素、巴比妥类（如苯巴比妥）等并用。3.如与其他药物同时使用可能会发生药物相互作用，详情请咨询医师或药师。【药理作用】本品中对乙酰氨基酚能抑制前列腺素合成，有解热镇痛作用；马来酸氯苯那敏为抗组胺药，能减轻流涕、鼻塞、打喷嚏症状；人工牛黄具有解热、镇惊作用。【贮藏】密封，在阴凉（不超过20℃）干燥处保存。【包装】铝塑板每板装12片，每盒装1板。【有效期】暂定24个月。【执行标准】化学药品地方标准上升国家标准第三册（试行）WS-10001-（HD-0213）-2002【批准文号】国药准字H36022106【说明书修订日期】【生产企业】江西南昌桑海制药厂
